Geneid	WT1	WT2	WT3	WT4	KO1	KO2	KO3	KO4
ENSMUSG00000097702.1	0	0	0	0	0	0	0	0
ENSMUSG00000043687.15	0	0	0	0	0	0	0	0
ENSMUSG00000097919.1	0	0	0	0	0	0	0	0
ENSMUSG00000097500.1	0	0	0	1	0	0	0	45
ENSMUSG00000031819.13	323	259	658	261	931	253	612	819
ENSMUSG00000031818.12	3539	5305	4529	3278	7461	2336	6419	9253
ENSMUSG00000104484.1	0	0	0	0	0	0	0	0
ENSMUSG00000088416.1	0	0	0	0	0	0	0	0
ENSMUSG00000097895.1	0	0	0	0	0	0	0	0
ENSMUSG00000041515.10	145	70	577	151	1	153	6	344
ENSMUSG00000097087.1	0	0	0	0	0	0	0	0
ENSMUSG00000101886.1	0	0	0	0	0	0	0	0
ENSMUSG00000097336.8	0	0	0	0	0	0	0	0
ENSMUSG00000042812.5	0	0	0	0	0	0	0	0
ENSMUSG00000098560.1	0	0	0	0	0	0	0	0
ENSMUSG00000031816.15	3	90	650	92	87	286	223	203
ENSMUSG00000046714.7	0	0	0	0	0	0	0	0
ENSMUSG00000097084.1	0	0	0	0	0	0	0	0
ENSMUSG00000103830.1	0	0	0	0	0	0	0	0
ENSMUSG00000097097.2	0	0	0	0	0	0	0	0
ENSMUSG00000097384.1	0	0	0	0	0	0	0	0
ENSMUSG00000097783.2	0	0	0	0	0	0	0	0
ENSMUSG00000097438.1	0	0	0	0	0	0	0	0
ENSMUSG00000031809.10	0	0	0	0	0	0	0	0
ENSMUSG00000098211.2	0	0	0	0	0	0	0	0
ENSMUSG00000097424.2	0	0	0	0	0	0	0	0
ENSMUSG00000052934.14	181	2	176	290	0	39	197	126
ENSMUSG00000097987.1	7	5	7	3	7	1	4	7
ENSMUSG00000031812.16	2578	3405	2591	1781	3170	1653	3680	3553
ENSMUSG00000061410.6	83	3	154	96	145	22	113	150
ENSMUSG00000098221.1	0	0	0	0	0	0	0	0
ENSMUSG00000064642.1	0	0	0	0	0	0	0	0
ENSMUSG00000110673.1	0	0	0	0	0	0	0	0
ENSMUSG00000025318.13	0	0	0	0	0	0	0	0
ENSMUSG00000040263.16	116	6	234	347	540	290	134	468
ENSMUSG00000092418.1	0	0	0	0	0	0	0	0
ENSMUSG00000077421.1	0	0	0	0	0	0	0	0
ENSMUSG00000110631.1	49	3	667	398	890	651	340	632
ENSMUSG00000097812.1	0	0	0	0	0	0	0	0
ENSMUSG00000098109.1	0	0	0	0	0	0	0	0
ENSMUSG00000040010.10	3	3	70	53	291	80	290	105
ENSMUSG00000074052.7	0	0	0	0	0	0	0	0
ENSMUSG00000025317.7	0	0	0	0	0	0	0	0
ENSMUSG00000103904.1	0	0	0	0	0	0	0	0
ENSMUSG00000098184.1	0	3	0	0	0	0	0	0
ENSMUSG00000025316.16	221	220	205	31	330	116	479	607
ENSMUSG00000091952.3	4	17	4	1	91	3	20	21
ENSMUSG00000099140.1	0	0	0	0	0	0	0	0
ENSMUSG00000043903.4	0	0	2	0	0	0	0	0
ENSMUSG00000049577.15	125	729	123	42	835	34	616	297
ENSMUSG00000109957.1	20	11	1	24	97	1	0	55
ENSMUSG00000039079.1	0	0	0	0	0	0	0	0
ENSMUSG00000093682.1	1	0	0	0	0	0	0	0
ENSMUSG00000017478.15	328	492	240	176	497	106	361	68
ENSMUSG00000046108.3	0	0	0	0	0	0	0	0
ENSMUSG00000006519.11	1561	3594	1893	489	1599	804	1940	3465
ENSMUSG00000006517.5	4	0	0	15	38	0	2	0
ENSMUSG00000110656.1	0	0	0	0	0	0	0	0
ENSMUSG00000006587.6	0	0	0	0	0	0	0	91
ENSMUSG00000014470.4	404	246	201	61	417	189	122	448
ENSMUSG00000093124.1	0	12	16	15	0	19	26	17
ENSMUSG00000049482.16	433	12	366	121	347	77	185	498
ENSMUSG00000014444.17	19	0	7	4	138	90	5	46
ENSMUSG00000065080.1	11	5	0	0	0	0	0	0
ENSMUSG00000006585.3	661	973	646	154	657	259	612	916
ENSMUSG00000006589.8	662	1337	1491	949	1034	235	1289	1618
ENSMUSG00000015027.11	262	324	3	70	326	9	184	90
ENSMUSG00000110658.1	0	0	0	0	0	0	0	0
ENSMUSG00000015013.9	485	1027	382	329	1159	140	663	690
ENSMUSG00000069867.3	0	0	0	0	0	0	0	0
ENSMUSG00000098500.1	0	0	0	0	0	0	0	0
ENSMUSG00000006362.16	434	742	2358	760	751	502	641	1077
ENSMUSG00000085917.1	1	0	7	0	1	3	2	8
ENSMUSG00000090174.1	0	0	0	0	8	1	0	0
ENSMUSG00000110523.1	0	0	0	0	0	0	0	0
ENSMUSG00000110682.1	0	0	0	0	0	0	0	0
ENSMUSG00000110716.1	0	0	0	0	0	0	0	0
ENSMUSG00000015016.8	218	583	197	194	101	14	295	21
ENSMUSG00000110540.1	0	0	0	0	0	0	0	0
ENSMUSG00000110525.1	0	0	0	0	0	0	0	0
ENSMUSG00000095762.1	23	27	7	12	22	13	20	25
ENSMUSG00000031962.6	97	609	0	1	0	2	2	82
ENSMUSG00000110440.1	0	1	0	0	0	7	0	11
ENSMUSG00000035569.17	687	1347	822	306	968	409	501	979
ENSMUSG00000065915.1	0	0	0	0	0	0	0	0
ENSMUSG00000099881.1	209	3	247	40	83	29	123	155
ENSMUSG00000000738.18	111	113	234	260	16	53	60	55
ENSMUSG00000000740.12	19138	38042	27094	14544	33413	12211	32358	38796
ENSMUSG00000064450.1	0	0	0	0	0	0	0	0
ENSMUSG00000098550.1	0	0	0	0	0	0	0	0
ENSMUSG00000034796.14	0	62	0	0	0	0	0	0
ENSMUSG00000098582.1	0	0	0	0	0	0	0	0
ENSMUSG00000000739.14	0	0	0	1	0	0	0	0
ENSMUSG00000110537.1	2	3	26	13	19	15	13	26
ENSMUSG00000019278.5	0	0	0	0	0	0	0	0
ENSMUSG00000000743.9	797	170	682	324	1096	162	532	378
ENSMUSG00000069862.6	7	16	37	12	26	5	16	27
ENSMUSG00000048478.7	0	0	0	0	0	0	0	0
ENSMUSG00000033862.7	129	60	339	20	411	40	215	293
ENSMUSG00000033594.11	4	1	0	0	60	4	1	0
ENSMUSG00000110505.1	0	0	0	0	0	0	0	0
ENSMUSG00000097637.1	0	0	0	0	0	0	0	0
ENSMUSG00000001062.18	0	49	168	63	0	4	0	0
ENSMUSG00000001065.15	124	5	321	1	1	2	146	242
ENSMUSG00000032815.16	242	159	226	1	39	101	30	94
ENSMUSG00000010154.7	52	1	0	42	0	0	0	0
ENSMUSG00000001472.17	986	1869	2198	1165	1639	923	1670	1257
ENSMUSG00000074037.3	0	0	0	0	0	0	0	0
ENSMUSG00000103244.1	0	0	0	0	0	0	0	0
ENSMUSG00000062380.4	0	0	128	0	75	0	0	0
ENSMUSG00000001482.15	430	1341	1797	853	593	222	987	673
ENSMUSG00000088233.1	0	0	0	0	0	0	0	0
ENSMUSG00000031967.15	200	264	716	216	320	116	650	340
ENSMUSG00000031970.16	0	0	0	0	0	0	0	0
ENSMUSG00000040220.10	203	3	94	134	198	6	341	15
ENSMUSG00000088632.1	0	0	0	0	0	0	0	0
ENSMUSG00000094720.1	0	0	0	0	0	0	0	0
ENSMUSG00000095073.1	0	0	0	0	0	0	0	0
ENSMUSG00000096613.1	0	0	0	0	0	0	0	0
ENSMUSG00000095249.1	0	0	0	0	0	0	0	0
ENSMUSG00000096307.1	0	0	0	0	0	0	0	0
ENSMUSG00000095966.1	0	0	0	0	0	0	0	0
ENSMUSG00000094537.1	0	0	0	0	0	0	0	0
ENSMUSG00000096367.1	0	0	0	0	0	0	0	0
ENSMUSG00000096335.1	0	0	0	0	0	0	0	0
ENSMUSG00000094265.1	0	0	0	0	0	0	0	0
ENSMUSG00000095131.1	0	0	0	0	0	0	0	0
ENSMUSG00000094097.1	0	0	0	0	0	0	0	0
ENSMUSG00000095449.1	0	0	0	0	0	0	0	0
ENSMUSG00000094801.1	0	0	0	0	0	0	0	0
ENSMUSG00000096599.1	0	0	0	0	0	0	0	0
ENSMUSG00000095915.1	0	0	0	0	0	0	0	0
ENSMUSG00000094751.1	0	0	0	0	0	0	0	0
ENSMUSG00000096710.1	0	0	0	0	0	0	0	0
ENSMUSG00000094178.1	0	0	0	0	0	0	0	0
ENSMUSG00000096132.1	0	0	0	0	0	0	0	0
ENSMUSG00000096855.1	0	0	0	0	0	0	0	0
ENSMUSG00000095410.1	0	0	0	0	0	0	0	0
ENSMUSG00000094956.1	0	0	0	0	0	0	0	0
ENSMUSG00000095652.1	0	0	0	0	0	0	0	0
ENSMUSG00000093893.1	0	0	0	0	0	0	0	0
ENSMUSG00000096092.1	0	0	0	0	0	0	0	0
ENSMUSG00000093852.1	0	0	0	0	0	0	0	0
ENSMUSG00000093960.1	0	0	0	0	0	0	0	0
ENSMUSG00000094003.1	0	0	0	0	0	0	0	0
ENSMUSG00000094455.1	0	0	0	0	0	0	0	0
ENSMUSG00000096785.1	0	0	0	0	0	0	0	0
ENSMUSG00000096358.1	0	0	0	0	0	0	0	0
ENSMUSG00000094916.1	0	0	0	0	0	0	0	0
ENSMUSG00000096343.1	0	0	0	0	0	0	0	0
ENSMUSG00000096015.1	0	0	0	0	0	0	0	0
ENSMUSG00000096406.1	0	0	0	0	0	0	0	0
ENSMUSG00000096037.1	0	0	0	0	0	0	0	0
ENSMUSG00000094541.1	0	0	0	0	0	0	0	0
ENSMUSG00000095183.1	0	0	0	0	0	0	0	0
ENSMUSG00000094760.1	0	0	0	0	0	0	0	0
ENSMUSG00000095376.1	0	0	0	0	0	0	0	0
ENSMUSG00000095749.1	0	0	0	0	0	0	0	0
ENSMUSG00000094657.1	0	0	0	0	0	0	0	0
ENSMUSG00000095645.1	0	0	0	0	0	0	0	0
ENSMUSG00000096765.1	0	0	0	0	0	0	0	0
ENSMUSG00000096300.1	0	0	0	0	0	0	0	0
ENSMUSG00000096170.1	0	0	0	0	0	0	0	0
ENSMUSG00000094270.1	0	0	0	0	0	0	0	0
ENSMUSG00000095350.1	0	0	0	0	0	0	0	0
ENSMUSG00000095453.1	0	0	0	0	0	0	0	0
ENSMUSG00000095723.1	0	0	0	0	0	0	0	0
ENSMUSG00000039960.5	0	0	1	0	0	0	0	0
ENSMUSG00000110467.1	0	0	0	0	0	0	0	0
ENSMUSG00000110599.1	0	0	0	0	0	0	0	0
ENSMUSG00000097203.2	0	0	0	0	0	0	0	0
ENSMUSG00000110684.1	0	0	0	0	0	0	0	0
ENSMUSG00000110456.1	0	0	0	0	0	0	0	0
ENSMUSG00000019478.16	207	10	720	618	1106	327	784	810
ENSMUSG00000085030.1	0	0	0	0	0	0	0	1
ENSMUSG00000031971.15	0	0	0	3	16	0	56	2
ENSMUSG00000083911.1	67	111	109	54	71	29	136	164
ENSMUSG00000031972.5	12	4	10	12	4	11	17	31
ENSMUSG00000110547.1	0	0	1	0	0	0	0	0
ENSMUSG00000039509.8	5	0	321	481	201	23	576	752
ENSMUSG00000110615.1	0	6	11	0	0	10	0	32
ENSMUSG00000031974.8	42	1	1	106	396	108	457	303
ENSMUSG00000038697.15	143	224	412	168	187	124	102	333
ENSMUSG00000110612.1	0	0	0	1	0	0	0	0
ENSMUSG00000031976.14	0	0	142	0	191	74	0	82
ENSMUSG00000088414.1	0	0	0	0	0	0	0	0
ENSMUSG00000110704.1	0	0	0	0	0	0	0	0
ENSMUSG00000110482.1	0	0	0	0	0	0	0	0
ENSMUSG00000089704.9	0	0	0	0	0	0	0	0
ENSMUSG00000089745.1	0	0	0	0	0	0	0	0
ENSMUSG00000089820.1	0	0	0	0	0	0	0	0
ENSMUSG00000064664.1	0	0	0	0	0	0	0	0
ENSMUSG00000050751.14	0	0	0	0	0	0	0	0
ENSMUSG00000031979.17	11	396	160	133	239	147	421	6
ENSMUSG00000031980.10	0	0	0	0	0	0	0	0
ENSMUSG00000031981.7	0	0	0	0	0	0	0	0
ENSMUSG00000031983.7	16	151	0	16	1	5	0	108
ENSMUSG00000037300.19	316	360	105	135	234	105	88	401
ENSMUSG00000031982.5	1	1	0	0	0	101	3	198
ENSMUSG00000043068.6	0	0	0	0	0	0	0	1
ENSMUSG00000110666.1	0	0	0	0	0	0	0	0
ENSMUSG00000110550.1	0	0	0	0	0	0	0	0
ENSMUSG00000036913.15	0	0	0	0	0	0	0	0
ENSMUSG00000090118.1	0	0	2	1	0	1	0	51
ENSMUSG00000031984.8	174	453	592	360	516	102	314	968
ENSMUSG00000031985.9	213	2746	1094	492	735	237	822	447
ENSMUSG00000074030.3	2	597	239	54	223	100	144	469
ENSMUSG00000031986.6	2	116	1	0	94	1	54	208
ENSMUSG00000110706.1	0	0	0	1	0	0	0	1
ENSMUSG00000031987.6	109	29	129	24	0	6	0	105
ENSMUSG00000056820.7	677	180	1076	452	974	396	1001	559
ENSMUSG00000110683.1	0	0	0	0	0	0	0	0
ENSMUSG00000043051.17	0	0	67	0	167	3	0	0
ENSMUSG00000080516.1	0	0	0	0	0	0	0	0
ENSMUSG00000086694.1	0	0	10	0	0	0	0	0
ENSMUSG00000001995.9	1	129	0	0	0	0	0	0
ENSMUSG00000110629.1	0	0	0	0	0	0	0	0
ENSMUSG00000050930.5	0	0	0	0	0	0	0	0
ENSMUSG00000031851.14	179	62	399	144	314	102	521	523
ENSMUSG00000060212.13	0	0	0	0	0	0	0	68
ENSMUSG00000100812.1	0	0	0	0	0	0	0	0
ENSMUSG00000031853.5	0	0	1	0	0	0	0	0
ENSMUSG00000033998.9	0	0	0	0	0	0	0	0
ENSMUSG00000110698.1	0	0	0	0	0	0	0	0
ENSMUSG00000110437.1	0	0	0	0	0	0	0	0
ENSMUSG00000057060.8	0	0	0	0	0	0	0	0
ENSMUSG00000051671.7	249	11	494	183	220	121	169	406
ENSMUSG00000090290.2	4	7	49	35	154	83	166	81
ENSMUSG00000074026.3	9	17	0	0	18	21	39	20
ENSMUSG00000097060.1	0	0	0	0	0	0	0	0
ENSMUSG00000051495.7	138	632	15	144	289	58	297	878
ENSMUSG00000110626.1	0	0	0	0	0	0	0	0
ENSMUSG00000110697.1	1	1	113	1	0	63	81	1
ENSMUSG00000110498.1	32	94	86	21	0	1	38	0
ENSMUSG00000093904.2	1028	628	1640	858	2613	670	1031	2460
ENSMUSG00000065637.1	0	0	0	0	0	0	0	0
ENSMUSG00000033931.9	256	9	628	263	242	330	392	563
ENSMUSG00000110648.1	0	0	1	0	0	1	1	5
ENSMUSG00000110492.1	0	0	0	0	0	0	0	0
ENSMUSG00000088710.1	0	0	0	0	0	0	0	0
ENSMUSG00000025812.18	0	0	0	0	0	0	0	0
ENSMUSG00000090074.1	0	0	0	0	0	0	0	0
ENSMUSG00000088580.1	0	0	0	0	0	0	0	0
ENSMUSG00000099326.1	0	0	0	0	0	0	0	0
ENSMUSG00000025810.9	0	0	0	0	0	0	0	66
ENSMUSG00000084523.1	0	0	0	0	0	0	0	0
ENSMUSG00000110562.1	0	0	0	0	0	0	0	0
ENSMUSG00000075864.1	0	0	0	0	0	0	0	0
ENSMUSG00000110654.1	0	0	0	0	0	0	0	0
ENSMUSG00000025809.15	143	292	752	250	589	179	304	663
ENSMUSG00000025808.17	0	0	0	3	0	0	0	0
ENSMUSG00000102141.1	0	0	0	0	0	0	0	0
ENSMUSG00000087870.1	0	0	0	0	0	0	0	0
ENSMUSG00000077538.1	0	0	0	0	0	0	0	0
ENSMUSG00000056018.14	0	0	0	0	0	0	0	0
ENSMUSG00000077771.1	0	0	0	0	0	0	0	0
ENSMUSG00000078840.1	0	0	0	0	0	0	0	0
ENSMUSG00000071302.10	0	0	17	64	0	0	70	139
ENSMUSG00000094530.2	19	38	54	24	65	13	49	82
ENSMUSG00000110605.1	49	4	104	131	47	88	187	85
ENSMUSG00000091028.1	0	1	1	0	0	0	1	0
ENSMUSG00000096385.7	0	0	0	0	2	0	0	0
ENSMUSG00000096519.1	0	1	0	0	1	0	1	0
ENSMUSG00000074564.3	0	0	0	0	0	0	0	0
ENSMUSG00000095547.1	0	0	0	0	1	0	0	0
ENSMUSG00000095186.1	0	3	8	0	15	2	1	1
ENSMUSG00000095891.7	0	0	0	0	0	0	0	0
ENSMUSG00000096736.1	0	0	0	0	0	0	0	0
ENSMUSG00000096201.1	0	0	0	0	0	0	0	0
ENSMUSG00000106183.1	0	0	0	0	0	0	0	0
ENSMUSG00000042360.12	0	0	0	62	0	0	0	0
ENSMUSG00000110425.1	0	0	0	0	0	0	0	0
ENSMUSG00000110587.1	0	0	0	0	0	0	0	0
ENSMUSG00000110491.1	0	0	0	0	0	0	0	0
ENSMUSG00000110646.1	0	0	0	0	0	0	0	0
ENSMUSG00000098373.1	0	0	0	0	0	0	0	0
ENSMUSG00000025899.14	106	40	211	66	230	138	212	443
ENSMUSG00000064956.1	0	0	0	0	9	0	0	16
ENSMUSG00000077248.1	0	0	0	0	0	0	0	0
ENSMUSG00000025898.6	51	20	72	18	80	56	73	213
ENSMUSG00000110660.1	0	0	0	0	0	0	0	0
ENSMUSG00000041624.10	0	6	0	0	0	0	0	0
ENSMUSG00000110691.1	0	0	0	0	0	0	0	0
ENSMUSG00000110461.1	0	0	0	0	0	0	0	0
ENSMUSG00000080511.1	0	0	0	0	0	0	0	0
ENSMUSG00000025894.11	154	170	244	197	641	150	221	554
ENSMUSG00000025893.8	29	88	84	29	38	24	14	107
ENSMUSG00000094086.1	0	0	0	0	0	0	0	0
ENSMUSG00000041124.11	64	4	226	53	47	5	16	71
ENSMUSG00000025892.16	0	0	0	0	0	0	0	0
ENSMUSG00000092896.2	0	0	0	0	0	0	0	0
ENSMUSG00000110644.1	12	5	6	3	10	4	32	14
ENSMUSG00000084690.1	0	0	0	0	0	0	0	0
ENSMUSG00000025888.6	46	254	393	170	123	66	84	179
ENSMUSG00000033538.13	11	2	457	157	12	25	95	413
ENSMUSG00000025887.10	2	2	93	8	370	153	141	232
ENSMUSG00000110927.1	0	0	0	0	0	0	0	0
ENSMUSG00000111191.1	0	0	0	0	0	0	0	0
ENSMUSG00000110932.1	0	0	0	0	0	0	0	0
ENSMUSG00000111707.1	0	0	0	0	0	0	0	0
ENSMUSG00000032006.15	92	1	1	10	32	44	1	70
ENSMUSG00000047619.5	0	451	1	0	0	2	1	0
ENSMUSG00000111257.1	0	0	0	0	0	0	0	0
ENSMUSG00000110732.1	0	0	0	0	0	0	0	0
ENSMUSG00000065382.1	0	0	0	0	0	0	0	0
ENSMUSG00000111464.1	0	0	0	0	0	0	0	0
ENSMUSG00000047193.16	1	510	297	73	7	40	216	100
ENSMUSG00000032002.10	76	166	339	118	550	76	191	485
ENSMUSG00000111615.1	0	0	0	0	0	0	0	0
ENSMUSG00000050578.10	0	0	0	0	0	0	0	0
ENSMUSG00000049723.14	0	0	0	0	0	0	0	0
ENSMUSG00000041620.8	0	0	0	0	0	0	0	0
ENSMUSG00000043613.8	0	0	0	0	0	0	0	0
ENSMUSG00000043089.6	0	0	0	0	0	0	0	0
ENSMUSG00000047562.3	0	0	0	0	0	0	0	0
ENSMUSG00000005800.3	0	1	0	0	0	0	0	0
ENSMUSG00000070323.11	0	0	4	0	0	0	0	0
ENSMUSG00000111764.1	0	0	0	0	0	0	0	0
ENSMUSG00000018620.3	0	0	0	0	0	0	0	0
ENSMUSG00000086381.1	0	0	0	0	0	0	0	0
ENSMUSG00000110936.1	0	0	0	0	0	0	0	0
ENSMUSG00000018623.9	0	0	0	0	0	0	0	0
ENSMUSG00000110887.1	0	0	2	0	0	0	0	0
ENSMUSG00000074516.6	39	78	40	24	59	19	28	84
ENSMUSG00000050912.15	392	20	294	415	647	258	595	1019
ENSMUSG00000093615.1	0	0	0	0	0	0	0	0
ENSMUSG00000057367.12	69	3	169	99	42	211	245	266
ENSMUSG00000032000.17	157	31	486	216	3	120	30	131
ENSMUSG00000053110.13	0	0	0	0	0	0	0	0
ENSMUSG00000092185.1	0	0	0	0	0	0	0	0
ENSMUSG00000110161.1	0	0	0	0	0	0	0	0
ENSMUSG00000053070.5	0	0	0	0	0	1	1	0
ENSMUSG00000040729.8	4	0	0	0	0	6	0	14
ENSMUSG00000111353.1	0	0	0	0	0	0	0	0
ENSMUSG00000111845.1	0	0	0	0	0	0	0	0
ENSMUSG00000031998.5	0	0	0	0	0	0	0	0
ENSMUSG00000084747.1	0	0	0	0	0	0	0	0
ENSMUSG00000110828.1	0	0	0	0	0	0	0	0
ENSMUSG00000031997.9	13	3	513	117	278	140	368	104
ENSMUSG00000111602.1	0	0	0	0	0	0	0	0
ENSMUSG00000031870.16	0	0	69	4	52	1	0	0
ENSMUSG00000078117.2	0	0	0	0	0	0	0	0
ENSMUSG00000050730.17	0	0	0	0	0	0	0	0
ENSMUSG00000085253.3	0	0	0	0	0	0	0	0
ENSMUSG00000088076.1	0	0	0	0	0	0	0	0
ENSMUSG00000111061.1	0	0	0	0	0	0	0	0
ENSMUSG00000111317.1	0	1	1	0	1	1	0	1
ENSMUSG00000111284.1	0	0	0	0	0	0	0	0
ENSMUSG00000039488.15	0	0	0	0	0	0	0	0
ENSMUSG00000092776.1	0	0	0	0	0	0	0	0
ENSMUSG00000098408.1	0	0	0	0	0	0	0	0
ENSMUSG00000093959.1	0	0	0	0	0	0	0	0
ENSMUSG00000096815.1	0	0	0	0	0	0	0	0
ENSMUSG00000111648.1	0	0	0	0	0	0	0	0
ENSMUSG00000111209.1	0	0	0	0	0	0	0	0
ENSMUSG00000109590.1	0	0	0	0	0	0	0	0
ENSMUSG00000111568.1	0	0	0	0	0	0	0	0
ENSMUSG00000110951.1	0	0	0	0	0	0	0	0
ENSMUSG00000111691.1	0	0	0	0	0	0	0	0
ENSMUSG00000110942.1	0	0	0	0	0	0	0	0
ENSMUSG00000110734.1	0	0	0	0	0	0	0	0
ENSMUSG00000111503.1	0	0	0	0	0	0	0	0
ENSMUSG00000110858.1	0	0	0	0	0	0	0	0
ENSMUSG00000111458.1	0	0	0	0	0	0	0	0
ENSMUSG00000111111.1	0	0	0	0	0	0	0	0
ENSMUSG00000111810.1	0	0	0	0	0	0	0	0
ENSMUSG00000089477.1	0	0	0	0	0	0	0	0
ENSMUSG00000111552.1	0	0	0	0	1	0	0	0
ENSMUSG00000098228.1	0	0	0	0	0	0	0	0
ENSMUSG00000111830.1	0	0	0	0	0	0	0	0
ENSMUSG00000111285.1	0	0	0	0	0	0	0	0
ENSMUSG00000079083.3	1	0	60	0	0	0	0	0
ENSMUSG00000079084.10	213	59	13	60	406	3	116	194
ENSMUSG00000095068.1	1	0	0	0	0	0	0	0
ENSMUSG00000031925.17	25	297	84	167	104	51	159	262
ENSMUSG00000111212.1	0	14	0	42	53	0	0	0
ENSMUSG00000031802.9	31	63	1	48	20	31	84	132
ENSMUSG00000090592.2	1	5	0	0	12	0	1	0
ENSMUSG00000111223.1	0	0	0	0	0	0	0	0
ENSMUSG00000093092.1	0	0	0	0	0	0	0	0
ENSMUSG00000111698.1	0	0	0	0	0	0	0	0
ENSMUSG00000031918.16	250	63	505	162	394	95	428	317
ENSMUSG00000031922.12	170	84	298	230	501	305	241	777
ENSMUSG00000037808.13	16	32	88	6	12	89	28	2
ENSMUSG00000111012.1	0	0	2	0	0	0	0	3
ENSMUSG00000111100.1	0	0	0	0	0	0	0	0
ENSMUSG00000111871.1	0	0	0	0	0	0	0	0
ENSMUSG00000111489.1	0	0	0	0	0	0	0	0
ENSMUSG00000111479.1	0	0	0	0	0	0	0	0
ENSMUSG00000111803.1	0	0	0	0	0	0	0	0
ENSMUSG00000111695.1	0	0	0	0	0	0	0	0
ENSMUSG00000111097.1	0	0	0	0	0	0	0	0
ENSMUSG00000032009.8	96	9	235	21	327	64	57	429
ENSMUSG00000111555.1	0	0	0	0	0	0	0	0
ENSMUSG00000037419.9	9	5	266	1	102	74	578	430
ENSMUSG00000111451.1	0	0	0	0	0	0	0	0
ENSMUSG00000111786.1	0	0	0	0	0	0	0	0
ENSMUSG00000111426.1	0	0	0	0	0	0	0	0
ENSMUSG00000111252.1	0	0	0	0	0	0	0	0
ENSMUSG00000098832.2	0	0	0	0	0	0	0	0
ENSMUSG00000053914.9	0	0	12	0	0	1	0	1
ENSMUSG00000004096.9	274	446	691	316	877	419	1023	1246
ENSMUSG00000111612.1	0	0	0	0	0	0	0	0
ENSMUSG00000013076.17	0	0	0	0	0	0	0	0
ENSMUSG00000111540.1	0	0	0	0	0	0	0	0
ENSMUSG00000111198.1	0	0	0	0	0	0	0	0
ENSMUSG00000111085.1	0	0	0	0	0	0	0	0
ENSMUSG00000111330.1	0	0	0	0	0	0	0	0
ENSMUSG00000111483.1	0	0	0	0	0	0	0	0
ENSMUSG00000036912.18	0	0	0	0	0	0	0	0
ENSMUSG00000074508.4	0	0	0	0	0	0	0	0
ENSMUSG00000082564.1	0	0	0	0	0	0	0	0
ENSMUSG00000049307.6	1	1	0	9	0	0	0	111
ENSMUSG00000031927.9	0	0	0	0	0	0	0	132
ENSMUSG00000031931.4	133	3	436	24	340	89	56	560
ENSMUSG00000031928.15	277	772	569	91	335	232	319	621
ENSMUSG00000111817.1	11	12	14	4	15	6	17	26
ENSMUSG00000059658.5	79	77	81	73	112	61	122	238
ENSMUSG00000090023.1	0	0	0	0	0	0	0	0
ENSMUSG00000031932.14	0	0	0	0	0	0	0	0
ENSMUSG00000031933.17	0	0	0	0	0	0	0	0
ENSMUSG00000110995.1	0	0	0	0	0	0	0	0
ENSMUSG00000110766.1	0	0	0	0	0	0	0	0
ENSMUSG00000031934.14	167	2	2	2	39	170	341	153
ENSMUSG00000031936.9	0	0	0	0	0	0	0	0
ENSMUSG00000077384.1	0	0	0	0	0	0	0	0
ENSMUSG00000031937.7	132	1	54	8	0	0	0	0
ENSMUSG00000031935.9	6	709	436	65	88	112	153	663
ENSMUSG00000031938.15	20	9	0	61	73	3	26	61
ENSMUSG00000031939.16	95	51	705	169	776	182	244	641
ENSMUSG00000077614.1	0	0	0	0	0	0	0	0
ENSMUSG00000105847.1	0	0	0	0	0	0	0	0
ENSMUSG00000065282.1	0	0	0	0	0	0	0	0
ENSMUSG00000088929.1	0	0	0	0	0	0	0	0
ENSMUSG00000106649.1	0	0	0	0	0	0	0	0
ENSMUSG00000065226.1	0	0	0	0	0	0	0	0
ENSMUSG00000064634.1	0	0	0	0	0	0	0	0
ENSMUSG00000064797.1	0	0	0	0	0	0	0	0
ENSMUSG00000065265.1	0	0	0	0	0	0	0	0
ENSMUSG00000065663.1	0	0	0	0	0	0	0	0
ENSMUSG00000046111.17	18	2	333	90	30	71	36	416
ENSMUSG00000111132.1	0	0	0	0	0	0	0	0
ENSMUSG00000111529.1	0	0	0	0	0	0	0	0
ENSMUSG00000077506.1	0	0	0	0	0	0	0	0
ENSMUSG00000077394.1	0	0	0	0	0	0	0	0
ENSMUSG00000089702.1	0	0	0	0	0	0	0	0
ENSMUSG00000111763.1	0	0	0	0	0	0	0	0
ENSMUSG00000111823.1	0	0	0	0	0	0	0	0
ENSMUSG00000111508.1	0	0	0	0	0	0	0	0
ENSMUSG00000058173.12	10	1	0	32	0	0	0	177
ENSMUSG00000039977.16	0	0	0	0	0	0	0	0
ENSMUSG00000111299.1	0	0	0	0	0	0	0	0
ENSMUSG00000110882.1	0	0	1	0	0	0	0	0
ENSMUSG00000110786.1	0	0	0	0	0	0	0	0
ENSMUSG00000043885.14	0	1	119	1	10	56	2	22
ENSMUSG00000111217.1	0	0	0	0	0	0	0	0
ENSMUSG00000050901.6	0	0	0	0	0	0	0	0
ENSMUSG00000074505.6	0	0	0	0	0	0	0	0
ENSMUSG00000111652.1	0	0	0	0	0	0	0	0
ENSMUSG00000090602.3	21	18	30	14	49	18	34	42
ENSMUSG00000111405.1	0	0	0	0	0	0	0	0
ENSMUSG00000111534.1	0	0	0	0	0	0	0	0
ENSMUSG00000111506.1	0	0	0	0	0	0	0	0
